GPRO,11.4,20160225_114359,11.69,
FB,107.4601,20160225_114359,107.09,
GOOG,698.09,20160225_114359,700.01,
AAPL,96.149,20160225_114359,96.16,
F,12.245,20160225_114359,12.11,
ARWR,3.8401,20160225_114359,3.86,
BWLD,158.14,20160225_114359,159.25,
BP,28.37,20160225_114359,28.83,
WMT,67.375,20160225_114359,67.48,
TGT,77.04,20160225_114359,77.0,
AMZN,550.042,20160225_114359,555.62,
MSFT,51.07,20160225_114359,51.73,
OTIV,0.71,20160225_114359,0.71,
PXLW,1.955,20160225_114359,2.0,
GOGO,9.8,20160225_114359,9.75,
HPQ,10.1099,20160225_114404,10.13,
VZ,50.99,20160225_114404,50.9,
HTCKF,9.9,20160225_114404,9.9,
SNE,21.1063,20160225_114404,21.12,
ADBE,85.43,20160225_114404,84.76,
BAC,12.14,20160225_114404,12.14,
GPRO,11.4,20160225_114404,11.69,
FB,107.458,20160225_114404,107.09,
GOOG,698.09,20160225_114404,700.01,
AAPL,96.12,20160225_114404,96.16,
F,12.24,20160225_114404,12.11,
ARWR,3.845,20160225_114404,3.86,
BWLD,158.14,20160225_114404,159.25,
BP,28.36,20160225_114404,28.83,
WMT,67.37,20160225_114404,67.48,
TGT,77.03,20160225_114404,77.0,
AMZN,549.7,20160225_114404,555.62,
MSFT,51.06,20160225_114404,51.73,
OTIV,0.71,20160225_114404,0.71,
PXLW,1.955,20160225_114404,2.0,
GOGO,9.79,20160225_114404,9.75,
HPQ,10.1,20160225_114409,10.13,
VZ,50.9801,20160225_114409,50.9,
HTCKF,9.9,20160225_114409,9.9,
SNE,21.11,20160225_114409,21.12,
ADBE,85.43,20160225_114409,84.76,
BAC,12.135,20160225_114409,12.14,
GPRO,11.4,20160225_114409,11.69,
FB,107.47,20160225_114409,107.09,
GOOG,698.09,20160225_114409,700.01,
AAPL,96.12,20160225_114409,96.16,
F,12.2399,20160225_114409,12.11,
ARWR,3.845,20160225_114409,3.86,
BWLD,158.14,20160225_114409,159.25,
BP,28.35,20160225_114409,28.83,
WMT,67.37,20160225_114409,67.48,
TGT,77.02,20160225_114409,77.0,
AMZN,550.0899,20160225_114409,555.62,
MSFT,51.053,20160225_114409,51.73,
OTIV,0.71,20160225_114409,0.71,
PXLW,1.955,20160225_114409,2.0,
GOGO,9.79,20160225_114409,9.75,
HPQ,10.1,20160225_114414,10.13,
VZ,50.9801,20160225_114414,50.9,
HTCKF,9.9,20160225_114414,9.9,
SNE,21.11,20160225_114414,21.12,
ADBE,85.405,20160225_114414,84.76,
BAC,12.14,20160225_114414,12.14,
GPRO,11.42,20160225_114414,11.69,
FB,107.48,20160225_114414,107.09,
GOOG,698.52,20160225_114414,700.01,
AAPL,96.1,20160225_114414,96.16,
F,12.2301,20160225_114414,12.11,
ARWR,3.845,20160225_114414,3.86,
BWLD,158.14,20160225_114414,159.25,
BP,28.34,20160225_114414,28.83,
WMT,67.37,20160225_114414,67.48,
TGT,77.01,20160225_114414,77.0,
AMZN,549.96,20160225_114414,555.62,
MSFT,51.05,20160225_114414,51.73,
OTIV,0.71,20160225_114414,0.71,
PXLW,1.955,20160225_114414,2.0,
GOGO,9.79,20160225_114414,9.75,
HPQ,10.1,20160225_114419,10.13,
VZ,50.98,20160225_114419,50.9,
HTCKF,9.9,20160225_114419,9.9,
SNE,21.11,20160225_114419,21.12,
ADBE,85.35,20160225_114419,84.76,
BAC,12.1357,20160225_114419,12.14,
GPRO,11.42,20160225_114419,11.69,
FB,107.4799,20160225_114419,107.09,
GOOG,698.55,20160225_114419,700.01,
AAPL,96.08,20160225_114419,96.16,
F,12.2301,20160225_114419,12.11,
ARWR,3.845,20160225_114419,3.86,
BWLD,158.14,20160225_114419,159.25,
BP,28.34,20160225_114419,28.83,
WMT,67.38,20160225_114419,67.48,
TGT,77.0,20160225_114419,77.0,
AMZN,549.96,20160225_114419,555.62,
MSFT,51.057,20160225_114419,51.73,
OTIV,0.71,20160225_114419,0.71,
PXLW,1.955,20160225_114419,2.0,
GOGO,9.8098,20160225_114419,9.75,
HPQ,10.1,20160225_114424,10.13,
VZ,50.98,20160225_114424,50.9,
HTCKF,9.9,20160225_114424,9.9,
SNE,21.11,20160225_114424,21.12,
ADBE,85.38,20160225_114424,84.76,
BAC,12.145,20160225_114424,12.14,
GPRO,11.42,20160225_114424,11.69,
FB,107.54,20160225_114424,107.09,
GOOG,698.55,20160225_114424,700.01,
AAPL,96.1053,20160225_114424,96.16,
F,12.24,20160225_114424,12.11,
ARWR,3.845,20160225_114424,3.86,
BWLD,157.91,20160225_114424,159.25,
BP,28.35,20160225_114424,28.83,
WMT,67.41,20160225_114424,67.48,
TGT,77.01,20160225_114424,77.0,
AMZN,550.0255,20160225_114424,555.62,
MSFT,51.06,20160225_114424,51.73,
OTIV,0.71,20160225_114424,0.71,
PXLW,1.955,20160225_114424,2.0,
GOGO,9.79,20160225_114424,9.75,
HPQ,10.1,20160225_114429,10.13,
VZ,50.97,20160225_114429,50.9,
HTCKF,9.9,20160225_114429,9.9,
SNE,21.11,20160225_114429,21.12,
ADBE,85.38,20160225_114429,84.76,
BAC,12.1438,20160225_114429,12.14,
GPRO,11.42,20160225_114429,11.69,
FB,107.54,20160225_114429,107.09,
GOOG,698.55,20160225_114429,700.01,
AAPL,96.1,20160225_114429,96.16,
F,12.23,20160225_114429,12.11,
ARWR,3.845,20160225_114429,3.86,
BWLD,157.91,20160225_114429,159.25,
BP,28.36,20160225_114429,28.83,
WMT,67.41,20160225_114429,67.48,
TGT,77.01,20160225_114429,77.0,
AMZN,550.0255,20160225_114429,555.62,
MSFT,51.07,20160225_114429,51.73,
OTIV,0.71,20160225_114429,0.71,
PXLW,1.955,20160225_114429,2.0,
GOGO,9.79,20160225_114429,9.75,
HPQ,10.105,20160225_114434,10.13,
VZ,50.975,20160225_114434,50.9,
HTCKF,9.9,20160225_114434,9.9,
SNE,21.11,20160225_114434,21.12,
ADBE,85.386,20160225_114434,84.76,
BAC,12.144,20160225_114434,12.14,
GPRO,11.42,20160225_114434,11.69,
FB,107.53,20160225_114434,107.09,
GOOG,698.55,20160225_114434,700.01,
AAPL,96.11,20160225_114434,96.16,
F,12.2351,20160225_114434,12.11,
ARWR,3.845,20160225_114434,3.86,
BWLD,157.91,20160225_114434,159.25,
BP,28.37,20160225_114434,28.83,
WMT,67.4201,20160225_114434,67.48,
TGT,76.99,20160225_114434,77.0,
AMZN,550.0255,20160225_114434,555.62,
MSFT,51.07,20160225_114434,51.73,
OTIV,0.71,20160225_114434,0.71,
PXLW,1.955,20160225_114434,2.0,
GOGO,9.79,20160225_114434,9.75,
HPQ,10.1,20160225_114439,10.13,
VZ,50.97,20160225_114439,50.9,
HTCKF,9.9,20160225_114439,9.9,
SNE,21.12,20160225_114439,21.12,
ADBE,85.36,20160225_114439,84.76,
BAC,12.14,20160225_114439,12.14,
GPRO,11.419,20160225_114439,11.69,
FB,107.53,20160225_114439,107.09,
GOOG,698.55,20160225_114439,700.01,
AAPL,96.09,20160225_114439,96.16,
F,12.235,20160225_114439,12.11,
ARWR,3.845,20160225_114439,3.86,
BWLD,157.91,20160225_114439,159.25,
BP,28.36,20160225_114439,28.83,
WMT,67.43,20160225_114439,67.48,
TGT,76.99,20160225_114439,77.0,
AMZN,550.0,20160225_114439,555.62,
MSFT,51.0653,20160225_114439,51.73,
OTIV,0.71,20160225_114439,0.71,
PXLW,1.955,20160225_114439,2.0,
GOGO,9.79,20160225_114439,9.75,
HPQ,10.1,20160225_114444,10.13,
VZ,50.96,20160225_114444,50.9,
HTCKF,9.9,20160225_114444,9.9,
SNE,21.11,20160225_114444,21.12,
ADBE,85.36,20160225_114444,84.76,
BAC,12.13,20160225_114444,12.14,
GPRO,11.419,20160225_114444,11.69,
FB,107.4825,20160225_114444,107.09,
GOOG,698.55,20160225_114444,700.01,
AAPL,96.0501,20160225_114444,96.16,
F,12.2201,20160225_114444,12.11,
ARWR,3.845,20160225_114444,3.86,
BWLD,157.91,20160225_114444,159.25,
BP,28.35,20160225_114444,28.83,
WMT,67.41,20160225_114444,67.48,
TGT,76.96,20160225_114444,77.0,
AMZN,549.8852,20160225_114444,555.62,
MSFT,51.06,20160225_114444,51.73,
OTIV,0.71,20160225_114444,0.71,
PXLW,1.955,20160225_114444,2.0,
GOGO,9.79,20160225_114444,9.75,
HPQ,10.1,20160225_114449,10.13,
VZ,50.96,20160225_114449,50.9,
HTCKF,9.9,20160225_114449,9.9,
SNE,21.11,20160225_114449,21.12,
ADBE,85.355,20160225_114449,84.76,
BAC,12.135,20160225_114449,12.14,
GPRO,11.419,20160225_114449,11.69,
FB,107.49,20160225_114449,107.09,
GOOG,698.55,20160225_114449,700.01,
AAPL,96.05,20160225_114449,96.16,
F,12.2201,20160225_114449,12.11,
ARWR,3.845,20160225_114449,3.86,
BWLD,157.91,20160225_114449,159.25,
BP,28.349,20160225_114449,28.83,
WMT,67.4,20160225_114449,67.48,
TGT,76.9535,20160225_114449,77.0,
AMZN,549.8852,20160225_114449,555.62,
MSFT,51.05,20160225_114449,51.73,
OTIV,0.71,20160225_114449,0.71,
PXLW,1.955,20160225_114449,2.0,
GOGO,9.79,20160225_114449,9.75,
HPQ,10.1,20160225_114454,10.13,
VZ,50.96,20160225_114454,50.9,
HTCKF,9.9,20160225_114454,9.9,
SNE,21.11,20160225_114454,21.12,
ADBE,85.355,20160225_114454,84.76,
BAC,12.135,20160225_114454,12.14,
GPRO,11.42,20160225_114454,11.69,
FB,107.5,20160225_114454,107.09,
GOOG,698.55,20160225_114454,700.01,
AAPL,96.05,20160225_114454,96.16,
F,12.2201,20160225_114454,12.11,
ARWR,3.845,20160225_114454,3.86,
BWLD,157.91,20160225_114454,159.25,
BP,28.36,20160225_114454,28.83,
WMT,67.42,20160225_114454,67.48,
TGT,76.96,20160225_114454,77.0,
AMZN,549.8852,20160225_114454,555.62,
MSFT,51.05,20160225_114454,51.73,
OTIV,0.71,20160225_114454,0.71,
PXLW,1.955,20160225_114454,2.0,
GOGO,9.79,20160225_114454,9.75,
HPQ,10.101,20160225_114459,10.13,
VZ,50.96,20160225_114459,50.9,
HTCKF,9.9,20160225_114459,9.9,
SNE,21.11,20160225_114459,21.12,
ADBE,85.355,20160225_114459,84.76,
BAC,12.13,20160225_114459,12.14,
GPRO,11.42,20160225_114459,11.69,
FB,107.5101,20160225_114459,107.09,
GOOG,698.55,20160225_114459,700.01,
AAPL,96.061,20160225_114459,96.16,
F,12.225,20160225_114459,12.11,
ARWR,3.845,20160225_114459,3.86,
BWLD,157.91,20160225_114459,159.25,
BP,28.35,20160225_114459,28.83,
WMT,67.41,20160225_114459,67.48,
TGT,76.96,20160225_114459,77.0,
AMZN,549.8,20160225_114459,555.62,
MSFT,51.052,20160225_114459,51.73,
OTIV,0.71,20160225_114459,0.71,
PXLW,1.95,20160225_114459,2.0,
GOGO,9.79,20160225_114459,9.75,
HPQ,10.1,20160225_114504,10.13,
VZ,50.96,20160225_114504,50.9,
HTCKF,9.9,20160225_114504,9.9,
SNE,21.11,20160225_114504,21.12,
ADBE,85.32,20160225_114504,84.76,
BAC,12.13,20160225_114504,12.14,
GPRO,11.42,20160225_114504,11.69,
FB,107.46,20160225_114504,107.09,
GOOG,698.55,20160225_114504,700.01,
AAPL,96.0585,20160225_114504,96.16,
F,12.22,20160225_114504,12.11,
ARWR,3.84,20160225_114504,3.86,
BWLD,157.91,20160225_114504,159.25,
BP,28.34,20160225_114504,28.83,
WMT,67.42,20160225_114504,67.48,
TGT,76.95,20160225_114504,77.0,
AMZN,549.8,20160225_114504,555.62,
MSFT,51.04,20160225_114504,51.73,
OTIV,0.71,20160225_114504,0.71,
PXLW,1.95,20160225_114504,2.0,
GOGO,9.79,20160225_114504,9.75,
HPQ,10.1,20160225_114509,10.13,
VZ,50.9623,20160225_114509,50.9,
HTCKF,9.9,20160225_114509,9.9,
SNE,21.11,20160225_114509,21.12,
ADBE,85.27,20160225_114509,84.76,
BAC,12.13,20160225_114509,12.14,
GPRO,11.42,20160225_114509,11.69,
FB,107.48,20160225_114509,107.09,
GOOG,698.55,20160225_114509,700.01,
AAPL,96.05,20160225_114509,96.16,
F,12.22,20160225_114509,12.11,
ARWR,3.84,20160225_114509,3.86,
BWLD,157.91,20160225_114509,159.25,
BP,28.34,20160225_114509,28.83,
WMT,67.39,20160225_114509,67.48,
TGT,76.9501,20160225_114509,77.0,
AMZN,549.8,20160225_114509,555.62,
MSFT,51.04,20160225_114509,51.73,
OTIV,0.71,20160225_114509,0.71,
PXLW,1.95,20160225_114509,2.0,
GOGO,9.79,20160225_114509,9.75,
HPQ,10.1,20160225_114514,10.13,
VZ,50.965,20160225_114514,50.9,
HTCKF,9.9,20160225_114514,9.9,
SNE,21.11,20160225_114514,21.12,
ADBE,85.38,20160225_114514,84.76,
BAC,12.135,20160225_114514,12.14,
GPRO,11.42,20160225_114514,11.69,
FB,107.51,20160225_114514,107.09,
GOOG,698.57,20160225_114514,700.01,
AAPL,96.09,20160225_114514,96.16,
F,12.22,20160225_114514,12.11,
ARWR,3.84,20160225_114514,3.86,
BWLD,157.91,20160225_114514,159.25,
BP,28.35,20160225_114514,28.83,
WMT,67.4,20160225_114514,67.48,
TGT,76.97,20160225_114514,77.0,
AMZN,550.05,20160225_114514,555.62,
MSFT,51.07,20160225_114514,51.73,
OTIV,0.71,20160225_114514,0.71,
PXLW,1.95,20160225_114514,2.0,
GOGO,9.79,20160225_114514,9.75,
HPQ,10.1,20160225_114519,10.13,
VZ,50.97,20160225_114519,50.9,
HTCKF,9.9,20160225_114519,9.9,
SNE,21.11,20160225_114519,21.12,
ADBE,85.38,20160225_114519,84.76,
BAC,12.14,20160225_114519,12.14,
GPRO,11.42,20160225_114519,11.69,
FB,107.54,20160225_114519,107.09,
GOOG,698.72,20160225_114519,700.01,
AAPL,96.105,20160225_114519,96.16,
F,12.235,20160225_114519,12.11,
ARWR,3.84,20160225_114519,3.86,
BWLD,157.91,20160225_114519,159.25,
BP,28.35,20160225_114519,28.83,
WMT,67.4,20160225_114519,67.48,
TGT,76.94,20160225_114519,77.0,
AMZN,550.25,20160225_114519,555.62,
MSFT,51.09,20160225_114519,51.73,
OTIV,0.71,20160225_114519,0.71,
PXLW,1.95,20160225_114519,2.0,
GOGO,9.8,20160225_114519,9.75,
HPQ,10.1,20160225_114524,10.13,
VZ,50.96,20160225_114524,50.9,
HTCKF,9.9,20160225_114524,9.9,
SNE,21.11,20160225_114524,21.12,
ADBE,85.49,20160225_114524,84.76,
BAC,12.15,20160225_114524,12.14,
GPRO,11.43,20160225_114524,11.69,
FB,107.5601,20160225_114524,107.09,
GOOG,698.72,20160225_114524,700.01,
AAPL,96.149,20160225_114524,96.16,
F,12.232,20160225_114524,12.11,
ARWR,3.84,20160225_114524,3.86,
BWLD,157.89,20160225_114524,159.25,
BP,28.36,20160225_114524,28.83,
WMT,67.395,20160225_114524,67.48,
TGT,76.97,20160225_114524,77.0,
AMZN,550.25,20160225_114524,555.62,
MSFT,51.1,20160225_114524,51.73,
OTIV,0.71,20160225_114524,0.71,
PXLW,1.95,20160225_114524,2.0,
GOGO,9.8,20160225_114524,9.75,
HPQ,10.1,20160225_114529,10.13,
VZ,50.9635,20160225_114529,50.9,
HTCKF,9.9,20160225_114529,9.9,
SNE,21.11,20160225_114529,21.12,
ADBE,85.47,20160225_114529,84.76,
BAC,12.15,20160225_114529,12.14,
GPRO,11.43,20160225_114529,11.69,
FB,107.54,20160225_114529,107.09,
GOOG,698.72,20160225_114529,700.01,
AAPL,96.1301,20160225_114529,96.16,
F,12.24,20160225_114529,12.11,
ARWR,3.84,20160225_114529,3.86,
BWLD,157.89,20160225_114529,159.25,
BP,28.36,20160225_114529,28.83,
WMT,67.39,20160225_114529,67.48,
TGT,76.98,20160225_114529,77.0,
AMZN,550.2,20160225_114529,555.62,
MSFT,51.0901,20160225_114529,51.73,
OTIV,0.71,20160225_114529,0.71,
PXLW,1.95,20160225_114529,2.0,
GOGO,9.8,20160225_114529,9.75,
HPQ,10.1,20160225_114534,10.13,
VZ,50.9654,20160225_114534,50.9,
HTCKF,9.9,20160225_114534,9.9,
SNE,21.11,20160225_114534,21.12,
ADBE,85.45,20160225_114534,84.76,
BAC,12.15,20160225_114534,12.14,
GPRO,11.43,20160225_114534,11.69,
FB,107.49,20160225_114534,107.09,
GOOG,698.72,20160225_114534,700.01,
AAPL,96.1385,20160225_114534,96.16,
F,12.235,20160225_114534,12.11,
ARWR,3.84,20160225_114534,3.86,
BWLD,157.89,20160225_114534,159.25,
BP,28.35,20160225_114534,28.83,
WMT,67.39,20160225_114534,67.48,
TGT,77.0,20160225_114534,77.0,
AMZN,550.29,20160225_114534,555.62,
MSFT,51.08,20160225_114534,51.73,
OTIV,0.71,20160225_114534,0.71,
PXLW,1.95,20160225_114534,2.0,
GOGO,9.8,20160225_114534,9.75,
HPQ,10.1,20160225_114539,10.13,
VZ,50.9654,20160225_114539,50.9,
HTCKF,9.9,20160225_114539,9.9,
SNE,21.11,20160225_114539,21.12,
ADBE,85.43,20160225_114539,84.76,
BAC,12.15,20160225_114539,12.14,
GPRO,11.43,20160225_114539,11.69,
FB,107.5,20160225_114539,107.09,
GOOG,698.72,20160225_114539,700.01,
AAPL,96.15,20160225_114539,96.16,
F,12.2365,20160225_114539,12.11,
ARWR,3.84,20160225_114539,3.86,
BWLD,157.89,20160225_114539,159.25,
BP,28.355,20160225_114539,28.83,
WMT,67.39,20160225_114539,67.48,
TGT,76.98,20160225_114539,77.0,
AMZN,550.29,20160225_114539,555.62,
MSFT,51.09,20160225_114539,51.73,
OTIV,0.71,20160225_114539,0.71,
PXLW,1.95,20160225_114539,2.0,
GOGO,9.8,20160225_114539,9.75,
HPQ,10.105,20160225_114544,10.13,
VZ,50.96,20160225_114544,50.9,
HTCKF,9.9,20160225_114544,9.9,
SNE,21.11,20160225_114544,21.12,
ADBE,85.4,20160225_114544,84.76,
BAC,12.15,20160225_114544,12.14,
GPRO,11.435,20160225_114544,11.69,
FB,107.49,20160225_114544,107.09,
GOOG,698.72,20160225_114544,700.01,
AAPL,96.15,20160225_114544,96.16,
F,12.22,20160225_114544,12.11,
ARWR,3.84,20160225_114544,3.86,
BWLD,157.89,20160225_114544,159.25,
BP,28.36,20160225_114544,28.83,
WMT,67.39,20160225_114544,67.48,
TGT,76.99,20160225_114544,77.0,
AMZN,550.29,20160225_114544,555.62,
MSFT,51.09,20160225_114544,51.73,
OTIV,0.71,20160225_114544,0.71,
PXLW,1.95,20160225_114544,2.0,
GOGO,9.8,20160225_114544,9.75,
HPQ,10.1,20160225_114549,10.13,
VZ,50.955,20160225_114549,50.9,
HTCKF,9.9,20160225_114549,9.9,
SNE,21.11,20160225_114549,21.12,
ADBE,85.41,20160225_114549,84.76,
BAC,12.15,20160225_114549,12.14,
GPRO,11.43,20160225_114549,11.69,
FB,107.5,20160225_114549,107.09,
GOOG,698.88,20160225_114549,700.01,
AAPL,96.16,20160225_114549,96.16,
F,12.22,20160225_114549,12.11,
ARWR,3.84,20160225_114549,3.86,
BWLD,157.89,20160225_114549,159.25,
BP,28.36,20160225_114549,28.83,
WMT,67.39,20160225_114549,67.48,
TGT,76.99,20160225_114549,77.0,
AMZN,550.29,20160225_114549,555.62,
MSFT,51.09,20160225_114549,51.73,
OTIV,0.71,20160225_114549,0.71,
PXLW,1.95,20160225_114549,2.0,
GOGO,9.8,20160225_114549,9.75,
HPQ,10.1,20160225_114554,10.13,
VZ,50.955,20160225_114554,50.9,
HTCKF,9.9,20160225_114554,9.9,
SNE,21.11,20160225_114554,21.12,
ADBE,85.41,20160225_114554,84.76,
BAC,12.15,20160225_114554,12.14,
GPRO,11.43,20160225_114554,11.69,
FB,107.48,20160225_114554,107.09,
GOOG,699.0,20160225_114554,700.01,
AAPL,96.145,20160225_114554,96.16,
F,12.22,20160225_114554,12.11,
ARWR,3.84,20160225_114554,3.86,
BWLD,157.89,20160225_114554,159.25,
BP,28.36,20160225_114554,28.83,
WMT,67.39,20160225_114554,67.48,
TGT,76.99,20160225_114554,77.0,
AMZN,550.33,20160225_114554,555.62,
MSFT,51.09,20160225_114554,51.73,
OTIV,0.71,20160225_114554,0.71,
PXLW,1.95,20160225_114554,2.0,
GOGO,9.8,20160225_114554,9.75,
HPQ,10.1,20160225_114559,10.13,
VZ,50.946,20160225_114559,50.9,
HTCKF,9.9,20160225_114559,9.9,
SNE,21.12,20160225_114559,21.12,
ADBE,85.41,20160225_114559,84.76,
BAC,12.15,20160225_114559,12.14,
GPRO,11.43,20160225_114559,11.69,
FB,107.44,20160225_114559,107.09,
GOOG,698.91,20160225_114559,700.01,
AAPL,96.13,20160225_114559,96.16,
F,12.22,20160225_114559,12.11,
ARWR,3.84,20160225_114559,3.86,
BWLD,157.89,20160225_114559,159.25,
BP,28.35,20160225_114559,28.83,
WMT,67.35,20160225_114559,67.48,
TGT,76.99,20160225_114559,77.0,
AMZN,550.0,20160225_114559,555.62,
MSFT,51.09,20160225_114559,51.73,
OTIV,0.71,20160225_114559,0.71,
PXLW,1.95,20160225_114559,2.0,
GOGO,9.8,20160225_114559,9.75,
HPQ,10.1,20160225_114604,10.13,
VZ,50.946,20160225_114604,50.9,
HTCKF,9.9,20160225_114604,9.9,
SNE,21.12,20160225_114604,21.12,
ADBE,85.41,20160225_114604,84.76,
BAC,12.15,20160225_114604,12.14,
GPRO,11.43,20160225_114604,11.69,
FB,107.44,20160225_114604,107.09,
GOOG,698.91,20160225_114604,700.01,
AAPL,96.13,20160225_114604,96.16,
F,12.22,20160225_114604,12.11,
ARWR,3.84,20160225_114604,3.86,
BWLD,157.89,20160225_114604,159.25,
BP,28.35,20160225_114604,28.83,
WMT,67.35,20160225_114604,67.48,
TGT,76.99,20160225_114604,77.0,
AMZN,550.0,20160225_114604,555.62,
MSFT,51.09,20160225_114604,51.73,
OTIV,0.71,20160225_114604,0.71,
PXLW,1.95,20160225_114604,2.0,
GOGO,9.8,20160225_114604,9.75,
HPQ,10.1,20160225_114609,10.13,
VZ,50.946,20160225_114609,50.9,
HTCKF,9.9,20160225_114609,9.9,
SNE,21.12,20160225_114609,21.12,
ADBE,85.41,20160225_114609,84.76,
BAC,12.15,20160225_114609,12.14,
GPRO,11.43,20160225_114609,11.69,
FB,107.4,20160225_114609,107.09,
GOOG,698.57,20160225_114609,700.01,
AAPL,96.125,20160225_114609,96.16,
F,12.21,20160225_114609,12.11,
ARWR,3.84,20160225_114609,3.86,
BWLD,157.89,20160225_114609,159.25,
BP,28.345,20160225_114609,28.83,
WMT,67.35,20160225_114609,67.48,
TGT,76.9981,20160225_114609,77.0,
AMZN,549.82,20160225_114609,555.62,
MSFT,51.07,20160225_114609,51.73,
OTIV,0.71,20160225_114609,0.71,
PXLW,1.95,20160225_114609,2.0,
GOGO,9.8,20160225_114609,9.75,
HPQ,10.1,20160225_114614,10.13,
VZ,50.96,20160225_114614,50.9,
HTCKF,9.9,20160225_114614,9.9,
SNE,21.12,20160225_114614,21.12,
ADBE,85.4,20160225_114614,84.76,
BAC,12.15,20160225_114614,12.14,
GPRO,11.42,20160225_114614,11.69,
FB,107.33,20160225_114614,107.09,
GOOG,698.0,20160225_114614,700.01,
AAPL,96.14,20160225_114614,96.16,
F,12.2193,20160225_114614,12.11,
ARWR,3.84,20160225_114614,3.86,
BWLD,157.85,20160225_114614,159.25,
BP,28.35,20160225_114614,28.83,
WMT,67.365,20160225_114614,67.48,
TGT,76.99,20160225_114614,77.0,
AMZN,549.99,20160225_114614,555.62,
MSFT,51.0765,20160225_114614,51.73,
OTIV,0.71,20160225_114614,0.71,
PXLW,1.95,20160225_114614,2.0,
GOGO,9.8,20160225_114614,9.75,
HPQ,10.13,20160225_114619,10.13,
VZ,50.96,20160225_114619,50.9,
HTCKF,9.9,20160225_114619,9.9,
SNE,21.12,20160225_114619,21.12,
ADBE,85.4,20160225_114619,84.76,
BAC,12.15,20160225_114619,12.14,
GPRO,11.42,20160225_114619,11.69,
FB,107.34,20160225_114619,107.09,
GOOG,698.0,20160225_114619,700.01,
AAPL,96.14,20160225_114619,96.16,
F,12.2193,20160225_114619,12.11,
ARWR,3.84,20160225_114619,3.86,
BWLD,157.85,20160225_114619,159.25,
BP,28.3534,20160225_114619,28.83,
WMT,67.365,20160225_114619,67.48,
TGT,76.99,20160225_114619,77.0,
AMZN,549.99,20160225_114619,555.62,
MSFT,51.075,20160225_114619,51.73,
OTIV,0.71,20160225_114619,0.71,
PXLW,1.95,20160225_114619,2.0,
GOGO,9.8,20160225_114619,9.75,
HPQ,10.13,20160225_114624,10.13,
VZ,50.96,20160225_114624,50.9,
HTCKF,9.9,20160225_114624,9.9,
SNE,21.12,20160225_114624,21.12,
ADBE,85.39,20160225_114624,84.76,
BAC,12.145,20160225_114624,12.14,
GPRO,11.42,20160225_114624,11.69,
FB,107.37,20160225_114624,107.09,
GOOG,698.0,20160225_114624,700.01,
AAPL,96.16,20160225_114624,96.16,
F,12.22,20160225_114624,12.11,
ARWR,3.84,20160225_114624,3.86,
BWLD,157.85,20160225_114624,159.25,
BP,28.35,20160225_114624,28.83,
WMT,67.38,20160225_114624,67.48,
TGT,77.01,20160225_114624,77.0,
AMZN,549.99,20160225_114624,555.62,
MSFT,51.08,20160225_114624,51.73,
OTIV,0.71,20160225_114624,0.71,
PXLW,1.95,20160225_114624,2.0,
GOGO,9.79,20160225_114624,9.75,
HPQ,10.1237,20160225_114629,10.13,
VZ,50.9501,20160225_114629,50.9,
HTCKF,9.9,20160225_114629,9.9,
SNE,21.12,20160225_114629,21.12,
ADBE,85.39,20160225_114629,84.76,
BAC,12.145,20160225_114629,12.14,
GPRO,11.415,20160225_114629,11.69,
FB,107.41,20160225_114629,107.09,
GOOG,698.0,20160225_114629,700.01,
AAPL,96.19,20160225_114629,96.16,
F,12.22,20160225_114629,12.11,
ARWR,3.84,20160225_114629,3.86,
BWLD,157.97,20160225_114629,159.25,
BP,28.3698,20160225_114629,28.83,
WMT,67.3899,20160225_114629,67.48,
TGT,77.02,20160225_114629,77.0,
AMZN,549.8716,20160225_114629,555.62,
MSFT,51.1,20160225_114629,51.73,
OTIV,0.71,20160225_114629,0.71,
PXLW,1.95,20160225_114629,2.0,
GOGO,9.79,20160225_114629,9.75,
HPQ,10.125,20160225_114634,10.13,
VZ,50.9599,20160225_114634,50.9,
HTCKF,9.9,20160225_114634,9.9,
SNE,21.12,20160225_114634,21.12,
ADBE,85.43,20160225_114634,84.76,
BAC,12.15,20160225_114634,12.14,
GPRO,11.415,20160225_114634,11.69,
FB,107.41,20160225_114634,107.09,
GOOG,698.0,20160225_114634,700.01,
AAPL,96.1901,20160225_114634,96.16,
F,12.2299,20160225_114634,12.11,
ARWR,3.84,20160225_114634,3.86,
BWLD,157.97,20160225_114634,159.25,
BP,28.36,20160225_114634,28.83,
WMT,67.3899,20160225_114634,67.48,
TGT,77.04,20160225_114634,77.0,
AMZN,550.283,20160225_114634,555.62,
MSFT,51.1,20160225_114634,51.73,
OTIV,0.71,20160225_114634,0.71,
PXLW,1.95,20160225_114634,2.0,
GOGO,9.8,20160225_114634,9.75,
HPQ,10.125,20160225_114639,10.13,
VZ,50.96,20160225_114639,50.9,
HTCKF,9.9,20160225_114639,9.9,
SNE,21.12,20160225_114639,21.12,
ADBE,85.45,20160225_114639,84.76,
BAC,12.149,20160225_114639,12.14,
GPRO,11.415,20160225_114639,11.69,
FB,107.38,20160225_114639,107.09,
GOOG,698.0,20160225_114639,700.01,
AAPL,96.186,20160225_114639,96.16,
F,12.2299,20160225_114639,12.11,
ARWR,3.84,20160225_114639,3.86,
BWLD,157.97,20160225_114639,159.25,
BP,28.36,20160225_114639,28.83,
WMT,67.3899,20160225_114639,67.48,
